,Fecha,Estado,Enunciado
448,08-08-23,resuelto,correos de chile - apropiación de compra internacional
449,08-08-23,None,correos de chile - no entrega de encomienda
450,08-08-23,no resuelto,correos de chile - demora y informacion erronea
451,08-08-23,None,correos de chile - 20 días en internación y sin respuesta
452,07-08-23,None,correos de chile - actualización pedido en estado “recibido en planta de origen” hace 5 semanas
453,07-08-23,no resuelto,correos de chile - demora en envío internacional
454,07-08-23,resuelto,correos de chile - envíos perdidos
455,06-08-23,resuelto,correos de chile - paquete lleva más de 1 mes en internación
456,05-08-23,resuelto,correos de chile - no entrega y intento de fraude correoschile
457,04-08-23,None,"correos de chile - pedido retenido ""santiago ocpi cp, chile"""
458,04-08-23,no resuelto,correos de chile - paquete atascado en internación
459,04-08-23,None,correos de chile - producto retenido en internacion
460,03-08-23,resuelto,correos de chile - pedido en internacion
461,03-08-23,None,correos de chile - no hay respuesta en reclamo 982998
462,03-08-23,None,correos de chile - pedido no llega a domicilio y se me cobra reexpedición
463,03-08-23,None,correos de chile - paquete entregado a persona que no conozco
464,03-08-23,no resuelto,correos de chile - tiempo de internación y robo de paquete
465,02-08-23,no resuelto,correos de chile - demora en entrega compra internacional
466,02-08-23,resuelto,correos de chile - proceso de internación
467,01-08-23,None,"correos de chile - encomienda retenida ""santiago ocpi cp"""
468,01-08-23,no resuelto,correos de chile - demora proceso internacion
469,31-07-23,no resuelto,correos de chile - paquete internacional en internación
470,31-07-23,None,correos de chile - entrega retrasada
471,30-07-23,resuelto,correos de chile - producto en internación durante 1 mes y 20 días
472,29-07-23,no resuelto,correos de chile - paquete en proceso de internacion excesivamente extenso
473,28-07-23,no resuelto,correos de chile - internación
474,28-07-23,None,correos de chile - paquete estancado en oficina de tránsito
475,27-07-23,None,correos de chile - productos reteneidos
476,27-07-23,resuelto,correos de chile - demora en entrega de mi paquete
477,27-07-23,resuelto,correos de chile - envio ingresa a pais de destino
478,26-07-23,no resuelto,correos de chile - pedido en internacion y robado
479,26-07-23,resuelto,correos de chile - demoras en la internación
480,26-07-23,None,correos de chile - demora proceso internacion
481,26-07-23,None,correos de chile - paquetes en santiago de chile linehaul
482,25-07-23,None,correos de chile - excesiva demora y falta de respuesta
483,25-07-23,no resuelto,correos de chile - demora en internacion de un envio
484,25-07-23,no resuelto,correos de chile - paquete con demora de más de 2 meses
485,25-07-23,None,correos de chile - demora en gestión de paquete en internación
486,25-07-23,no resuelto,correos de chile - envío lleva 2 meses en internación
487,24-07-23,no resuelto,correos de chile - demora en internacion
488,24-07-23,None,correos de chile - paquete retenido
489,24-07-23,no resuelto,correos de chile - envío internacional
490,24-07-23,None,correos de chile - envío atrapado en internación
491,24-07-23,None,"correos de chile - paquete lleva 1 mes en ""internación"""
492,24-07-23,resuelto,correos de chile - proceso de internación
493,24-07-23,no resuelto,correos de chile - en eterno proceso de internacion
494,24-07-23,resuelto,correos de chile - carta certificada con documento a japón aún e chile
495,24-07-23,resuelto,correos de chile - paquete lleva más de un mes recepcionado por correos de chile
496,23-07-23,None,correos de chile - paquete en internación
497,22-07-23,None,correos de chile - entrega de mi pedido a otra persona
498,22-07-23,no resuelto,correos de chile - pedido como entregado
499,22-07-23,resuelto,correos de chile - demora excesiva
500,21-07-23,no resuelto,correos de chile - paquete aun si enviar
501,21-07-23,no resuelto,correos de chile - demora excesiva en internación
502,21-07-23,no resuelto,correos de chile - encomiendas en internación desde el 13/06/23
503,21-07-23,no resuelto,correos de chile (mailamericas) - meses esperando mi paquete
504,20-07-23,None,correos de chile - retraso en entrega de paquete
505,19-07-23,resuelto,correos de chile - proceso de internación
506,19-07-23,no resuelto,correos de chile - carga más de 40 días sin internar
507,19-07-23,resuelto,correos de chile - paquete en internacion hace 2 meses
508,19-07-23,no resuelto,"correos de chile - demora en internación, información poco clara"
509,18-07-23,None,correos de chile - paquete mas de 1 mes en internación
510,18-07-23,no resuelto,correos de chile - nuevamente un reclamo porque correos de chile no da respuesta.
511,17-07-23,no resuelto,correos de chile - paquete extraviado
512,17-07-23,no resuelto,correos de chile - retraso de más de 1 mes
513,17-07-23,None,"correos de chile - 40 días en ""espera de fiscalización"""
514,17-07-23,None,correos de chile - tiempo de internación y robo de paquete
515,17-07-23,no resuelto,correos de chile - demora en internación
516,16-07-23,None,correos de chile - pedido en internacion por varios dias
517,15-07-23,None,correos de chile - pedido en internacion
518,14-07-23,resuelto,correos de chile - paquete internacional en internación
519,14-07-23,no resuelto,"correos de chile - la tercera es la vencida, pero con una dirección distinta"
520,14-07-23,no resuelto,correos de chile - tiempo en internación
521,14-07-23,no resuelto,correos de chile - proceso de internacion
522,14-07-23,no resuelto,correos de chile - demora en internación
523,13-07-23,None,correos de chile - compra internacional con excesiva demora en proceso de internación
524,13-07-23,no resuelto,correos de chile - más de 1 mes con envío retenido
525,13-07-23,no resuelto,correos de chile - paquete extraviado
526,13-07-23,no resuelto,correos de chile - pedido en internacion
527,12-07-23,no resuelto,correos de chile - envio demorado sin razón
528,12-07-23,no resuelto,correos de chile - no vienen a dejar mi paquete
529,12-07-23,no resuelto,correos de chile - demora en internacion de paquete
530,12-07-23,None,correos de chile - pedidos aun no imgresan a internacion después de 1 mes
531,12-07-23,resuelto,correos de chile - envío atascado en aduana
532,11-07-23,no resuelto,correos de chile - envío en internacion
533,11-07-23,no resuelto,correos de chile - excesivo tiempo de internación
534,11-07-23,no resuelto,correos de chile - envio en internación.
535,10-07-23,no resuelto,correos de chile - perdida de envío
536,10-07-23,no resuelto,correos de chile - envío en internación mas de 90 días
537,10-07-23,None,correo de chile - envío internacional
538,10-07-23,no resuelto,correos de chile - carta certificada perdida
539,10-07-23,resuelto,correos de chile - pedido no entregado
540,10-07-23,no resuelto,correos de chile - tiempo de internación
541,09-07-23,resuelto,correos de chile - encomienda entregada en otra dirección
542,08-07-23,None,correos de chile - pedido con casi 2 meses en internación
543,07-07-23,None,correos de chile - recivido en chile aun no se mueve
544,07-07-23,resuelto,correos de chile - no entrega de producto
545,07-07-23,no resuelto,correos de chile - pedido en internación 2 meses!
546,07-07-23,resuelto,correos de chile - no entrega de paquete
547,06-07-23,None,correos de chile - pedido estancado en aduana
548,06-07-23,resuelto,correso de chile - no responden llamas y correos
549,06-07-23,no resuelto,correos de chile - no entregan paquete al país de destino
550,06-07-23,resuelto,correos de chile - internación de producto
551,05-07-23,no resuelto,correos de chile - paquete extraviado
552,05-07-23,no resuelto,correos de chile - producto más de 20 dias en internación
553,05-07-23,no resuelto,correos de chile - paquete mas 1 mes que lleva retenido
554,04-07-23,None,correos de chile - usurpación de identidad
555,04-07-23,no resuelto,correos de chile - paquete sin ser enviado al destinatario final
556,04-07-23,no resuelto,correos de chile - envío retenido
557,04-07-23,no resuelto,correos de chile - encomienda internacional detenida en ocpi
558,03-07-23,no resuelto,correos de chile - envío detenido en internación al país
559,03-07-23,resuelto,correos de chile - paquetes estancados en internación
560,02-07-23,no resuelto,correos de chile - retraso de envio
561,02-07-23,no resuelto,correos de chile - retención de mi artículo
562,01-07-23,None,correos de chile - error 14
563,30-06-23,None,correos de chile - no entrega de encomienda
564,30-06-23,None,correos de chile - paquete mailamericas
565,30-06-23,no resuelto,correos de chile - paquete retenido por más de 2 meses
566,30-06-23,resuelto,correos de chile - aun no me entregan mi paquete
567,29-06-23,resuelto,correos de chile - ineficientes
568,29-06-23,no resuelto,"correos de chile - paquete no llega, se encuentra en linehual"
569,29-06-23,None,correos de chile - pedido estancado en internación
570,28-06-23,no resuelto,correos de chile - paquete en internación hace mas de 2 semanas
571,28-06-23,resuelto,correos de chile - no me llamaron
572,28-06-23,no resuelto,correos de chile - envio atascado en internación
573,28-06-23,no resuelto,correos de chile - no llega mi paquete y no recibo informacion.
574,27-06-23,no resuelto,correos de chile - lleva 7 dias en internacion y no me dicen nada.
575,27-06-23,resuelto,correos de chile - envío postnl arribado en chile pero no recepcionado por correos de chile
576,27-06-23,no resuelto,correos de chile - paquete aún en internación después de un mes
577,27-06-23,None,correos de chile - demora en gestión de entrega de pedido
578,27-06-23,no resuelto,correos de chile - paquete en internación
579,27-06-23,no resuelto,correos de chile - paquete en proceso de internación
580,26-06-23,resuelto,correos de chile - paquete de aliexpress detenido en local delivery center
581,24-06-23,no resuelto,correos de chile - proceso de internacion
582,23-06-23,None,correos de chile - demora en entrega
583,23-06-23,None,correos de chile - paquete retenido en internación
584,23-06-23,None,correos de chile - encomienda atascada en internacion
585,22-06-23,no resuelto,"correos de chile - pedido retenido ""santiago ocpi cp, chile"""
586,22-06-23,None,correos de chile - pedido en aduanas por mailamericas
587,22-06-23,None,correos de chile - envio atascado en internacion
588,21-06-23,None,correos de chile - pedido retenido en aduana
589,21-06-23,no resuelto,correos de chile - perdida de paquete de aliexpress
590,20-06-23,no resuelto,correos de chile - demora en internación de encomienda
591,20-06-23,no resuelto,correos de chile - demora proceso de internacion
592,20-06-23,no resuelto,correos de chile - encomienda lleva mas de 1 mes en proceso de en internación
593,19-06-23,None,correos de chile - envío en internación
594,19-06-23,no resuelto,correos de chile - proceso de internacion
595,19-06-23,resuelto,correos de chile - paquete no entregado
596,19-06-23,None,correos de chile - envio en internacion
597,19-06-23,None,correos de chile - paquete extraviado
598,19-06-23,no resuelto,correos de chile - despacho compra internacional
599,19-06-23,None,correos de chile - demora excesiva en envío internacional
600,18-06-23,None,correos de chile - el envio viene pagado y cobran al entregar
601,17-06-23,resuelto,"correos de chile - paquete no entregado, aparece entregado según sistema de seguimiento"
602,16-06-23,None,correos de chile - mal servicio
603,16-06-23,no resuelto,correos de chile - interacción al pais
604,15-06-23,resuelto,correos de chile - paquete retenido en internación
605,15-06-23,no resuelto,correos de chile - no despachan producto a tiempo de mercadolibre y afectan mis tiempos
606,15-06-23,no resuelto,correos de chile - entrega de encomienda en otro domicilio a otra persona
